,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13
0,3.316750812214773,-1.4434626343180097,-0.16573904461441846,-0.215631187559089,0.6930428405893482,-0.22388012825935785,0.5964265458075434,0.06513909470512748,0.6414427057667713,1.0209558528966276,-0.4515633954784383,0.5408104138990936,-0.06623863088645092
1,2.209464916918849,0.333392887080301,-2.0264573738075344,-0.291358318180674,-0.2576546345111309,-0.9271202441338161,0.05377561283487516,1.024415950240605,-0.3088467525698471,0.15970137197881176,-0.14265730595966628,0.38823774134252065,0.00363650247259568
2,2.51674014661038,-1.0311512962743195,0.9828186702120599,0.7249023094447311,-0.2510331181840561,0.5492760466688991,0.42420545099157997,-0.3442161311029581,-1.1778344712856528,0.11336085674453257,-0.2866728474825909,0.0005835731825368364,0.021716510404282668
3,3.757065609773204,-2.7563719137107108,-0.17619184219949385,0.5679833077758998,-0.31184159119241617,0.11443100019074573,-0.38333729704832176,0.6435934984154138,0.0525444214962109,0.23941260495048738,0.7595843120933151,-0.2420195634836484,-0.3694835308458705
4,1.0089084937957142,-0.8698308214172044,2.0266882192354068,-0.4097657883574722,0.29845750303765095,-0.40651960051626,0.44407446290588004,0.41670047012482997,0.3268191647784437,-0.07836648197566691,-0.5259450832249107,-0.21666415780046272,-0.07936356550675315
5,3.0502539224180767,-2.122401114634191,-0.629395827043912,-0.5156374945358508,-0.6320187337580414,0.12343055743291528,0.40165375814063425,0.3948934210139693,-0.15214607628441218,-0.1019958162224517,0.40558531596409075,-0.37943268389457846,0.14515533112912357
6,2.4490896695962285,-1.1748501316494742,-0.9770948907141971,-0.06583050459019346,-1.0277619090259942,-0.620120742556762,0.05289072846998231,-0.371933861833099,-0.4570158548459944,1.016563458901308,-0.44243341099785904,0.14122984406920944,-0.2717781844066658
7,2.059436871437913,-1.6089630683635059,0.14628188306155865,-1.1926080102922096,0.07690349381001672,-1.4398062169701147,0.03237559232592502,0.23297895374121597,0.12337031634069344,0.735600047160287,0.2935548586727231,0.3796630260704214,-0.11016378664036568
8,2.510874297398987,-0.9180709573337766,-1.7709690272289422,0.0562703612300078,-0.8922569767206784,-0.12918104790134133,0.12528507133680877,-0.49957790425427073,0.6065891979197742,0.17410661316419362,-0.508932893454411,-0.6352493357375124,0.142083536075674
9,2.753628187633907,-0.7894376738336065,-0.9842474895182364,0.3493815683116288,-0.4685530755408969,0.16339165034085446,-0.8743522449142767,0.15057950285160257,0.23048915219392296,0.17942010289395652,0.012478170994030554,0.550326823221136,-0.0424548533055249
10,3.479736682731209,-1.3023332371235945,-0.42273521658084745,0.026841759973582346,-0.3383747782271924,-0.1829016314586349,0.2481623837608494,-1.206610965950005,-0.5245739738191053,-0.21453758530769088,0.7325146130291929,-0.08131226662208249,0.12260198084835855
